59	0.223	2.1	2.4	0	0	0	0
58	0.223	1.8	2.4	0	0	0	0
57	0.223	1.5	2.4	0	0	0	0
89	0.223	1.2	2.4	0	0	0	0
88	0.223	0.9	2.4	0	0	0	0
119	0.223	0.6	2.4	0	0	0	0
118	0.223	0.3	2.4	0	0	0	0
117	0.223	0.0	2.4	0	0	0	0
56	0.223	2.1	2.1	0	0	0	0
55	0.223	1.8	2.1	0	0	0	0
54	0.223	1.5	2.1	0	0	0	0
86	0.223	1.2	2.1	0	0	0	0
85	0.223	0.9	2.1	0	0	0	0
116	0.223	0.6	2.1	0	0	0	0
115	0.223	0.3	2.1	0	0	0	0
114	0.223	0.0	2.1	0	0	0	0
53	0.223	2.1	1.8	0	0	0	0
52	0.223	1.8	1.8	0	0	0	0
51	0.223	1.5	1.8	0	0	0	0
83	0.223	1.2	1.8	0	0	0	0
82	0.223	0.9	1.8	0	0	0	0
113	0.223	0.6	1.8	0	0	0	0
112	0.223	0.3	1.8	0	0	0	0
111	0.223	0.0	1.8	0	0	0	0
50	0.223	2.1	1.5	0	0	0	0
49	0.223	1.8	1.5	0	0	0	0
48	0.223	1.5	1.5	0	0	0	0
80	0.223	1.2	1.5	0	0	0	0
79	0.223	0.9	1.5	0	0	0	0
110	0.223	0.6	1.5	0	0	0	0
109	0.223	0.3	1.5	0	0	0	0
108	0.223	0.0	1.5	0	0	0	0
47	0.223	2.1	1.2	0	0	0	0
46	0.223	1.8	1.2	0	0	0	0
45	0.223	1.5	1.2	0	0	0	0
77	0.223	1.2	1.2	0	0	0	0
76	0.223	0.9	1.2	0	0	0	0
107	0.223	0.6	1.2	0	0	0	0
106	0.223	0.3	1.2	0	0	0	0
105	0.223	0.0	1.2	0	0	0	0
44	0.223	2.1	0.9	0	0	0	0
43	0.223	1.8	0.9	0	0	0	0
42	0.223	1.5	0.9	0	0	0	0
74	0.223	1.2	0.9	0	0	0	0
73	0.223	0.9	0.9	0	0	0	0
104	0.223	0.6	0.9	0	0	0	0
103	0.223	0.3	0.9	0	0	0	0
102	0.223	0.0	0.9	0	0	0	0
41	0.223	2.1	0.6	0	0	0	0
40	0.223	1.8	0.6	0	0	0	0
39	0.223	1.5	0.6	0	0	0	0
71	0.223	1.2	0.6	0	0	0	0
70	0.223	0.9	0.6	0	0	0	0
101	0.223	0.6	0.6	0	0	0	0
100	0.223	0.3	0.6	0	0	0	0
99	0.223	0.0	0.6	0	0	0	0
38	0.223	2.1	0.3	0	0	0	0
37	0.223	1.8	0.3	0	0	0	0
36	0.223	1.5	0.3	0	0	0	0
68	0.223	1.2	0.3	0	0	0	0
67	0.223	0.9	0.3	0	0	0	0
98	0.223	0.6	0.3	0	0	0	0
97	0.223	0.3	0.3	0	0	0	0
96	0.223	0.0	0.3	0	0	0	0
38	0.223	2.1	0.0	0	0	0	0
37	0.223	1.8	0.0	0	0	0	0
36	0.223	1.5	0.0	0	0	0	0
68	0.223	1.2	0.0	0	0	0	0
67	0.223	0.9	0.0	0	0	0	0
98	0.223	0.6	0.0	0	0	0	0
97	0.223	0.3	0.0	0	0	0	0
96	0.223	0.0	0.0	0	0	0	0
